chr1	6875	7777	0.005543
chr1	16281	17048	0.011734
chr1	17062	17592	0.005660
chr1	17673	19727	0.008763
chr1	19724	20797	0.005592
chr1	25623	26996	0.010197
chr1	27158	28465	0.015302
chr1	28462	29406	0.007415
chr1	29460	29966	0.015810
chr1	33064	34041	0.008188
chr1	36452	38023	0.008275
chr1	38082	39002	0.015217
chr1	39196	40704	0.005968
chr1	43264	44280	0.015748
chr1	44397	45290	0.005599
chr1	46335	47078	0.008075
chr1	47136	48611	0.006780
chr1	50279	51088	0.006180
chr1	51085	52299	0.009885
chr1	53568	54545	0.014330
chr1	55440	56669	0.001627
chr1	56801	57262	0.004338
chr1	57456	57653	0.020305
chr1	58676	59776	0.005455
chr1	63025	63492	0.000000
chr1	63511	64047	0.005597
chr1	64112	64357	0.004082
chr1	64424	65188	0.011780
chr1	65245	66330	0.017512
chr1	66478	66969	0.010183
chr1	70146	72182	0.011297
chr1	72179	72769	0.011864
chr1	72762	74039	0.007831
chr1	74050	74352	0.006623
chr1	74394	74663	0.003717
chr1	78315	79220	0.011050
chr1	82746	84212	0.014325
chr1	85411	86229	0.006112
chr1	89774	90718	0.009534
chr1	91742	92383	0.001560
chr1	96973	97176	0.009852
chr1	101463	102413	0.005263
chr1	102430	102714	0.003521
chr1	106032	106673	0.009360
chr1	111751	112206	0.002198
chr1	124419	124586	0.029940
chr1	124726	126282	0.010925
chr1	126240	126434	0.000000
chr1	126750	128927	0.007350
chr1	129445	129843	0.010050
chr1	129927	131144	0.009860
chr1	131148	132203	0.012322
chr1	132203	133702	0.005337
chr1	139045	140610	0.010863
chr1	140630	140989	0.002786
chr1	141959	143170	0.008258
chr1	143283	144215	0.003219
chr1	152328	152573	0.008163
chr1	154547	155050	0.000000
chr1	155074	155481	0.002457
chr1	155494	157092	0.003129
chr1	165053	165412	0.005571
chr1	168524	169837	0.000762
chr1	170607	171095	0.008197
chr1	175635	176207	0.017483
chr1	176357	176839	0.018672
chr1	177071	179080	0.012444
chr1	181078	182463	0.006498
chr1	184844	186337	0.010717
chr1	186621	186878	0.011673
chr1	192241	192948	0.019802
chr1	192945	193847	0.014412
chr1	193907	194605	0.007163
chr1	194602	195432	0.008434
chr1	195443	196690	0.006415
chr1	196704	196829	0.016000
chr1	199240	202098	0.007698
chr1	202340	202594	0.011811
chr1	202660	202932	0.014706
chr1	202992	203228	0.004237
chr1	203411	203893	0.006224
chr1	203968	205362	0.017934
chr1	213186	213833	0.010819
chr1	214896	215261	0.016438
chr1	215327	216700	0.014567
chr1	216697	216906	0.004785
chr1	221040	221507	0.008565
chr1	221760	222419	0.004552
chr1	223977	224531	0.018051
chr1	229825	231327	0.005992
chr1	231426	231935	0.007859
chr1	231932	232201	0.003717
chr1	237748	238728	0.010204
chr1	239440	240564	0.012456
chr1	240564	243269	0.012569
chr1	243266	244357	0.016499
chr1	244402	246258	0.014547
chr1	246308	246757	0.011136
chr1	247138	247734	0.005034
chr1	248036	248341	0.013115
chr1	248338	248547	0.019139
chr1	260895	262001	0.008137
chr1	262072	262953	0.009081
chr1	263214	263855	0.007800
chr1	263927	264985	0.012287
chr1	265303	266682	0.006526
chr1	276316	277680	0.008798
chr1	282678	282869	0.000000
chr1	282995	284575	0.009494
chr1	284678	285073	0.002532
chr1	285070	287397	0.007735
chr1	291074	291979	0.004420
chr1	291976	292446	0.002128
chr1	293073	293867	0.010076
chr1	299023	299622	0.010017
chr1	299619	300536	0.010905
chr1	300537	301322	0.010191
chr1	301319	302458	0.007902
chr1	303164	305503	0.006841
chr1	305500	306315	0.008589
chr1	306413	307300	0.011274
chr1	307933	308613	0.001471
chr1	310212	312119	0.005768
chr1	312375	313646	0.009441
chr1	313646	314653	0.004965
chr1	314664	315167	0.009940
chr1	315198	315632	0.009217
chr1	315632	316201	0.005272
chr1	316296	317195	0.007786
chr1	317284	318240	0.004184
chr1	331780	333264	0.007412
chr1	333471	334196	0.004138
chr1	334264	335667	0.005702
chr1	337206	339104	0.004742
chr1	339292	340050	0.005277
chr1	340103	341476	0.005098
chr1	341560	342405	0.001183
chr1	342505	343896	0.002876
chr1	344903	345622	0.006954
chr1	346220	347569	0.008895
chr1	347781	349220	0.013204
chr1	355444	355839	0.007595
chr1	355924	357615	0.007688
chr1	357820	358674	0.010539
chr1	358708	359241	0.033771
chr1	359353	360543	0.010924
chr1	360544	361545	0.013986
chr1	361619	362500	0.012486
chr1	370247	370930	0.024890
chr1	373445	373678	0.008584
chr1	373903	374385	0.002075
chr1	374637	376442	0.008310
chr1	376500	378671	0.011976
chr1	383246	383425	0.011173
chr1	383467	383643	0.017045
chr1	383763	384947	0.015203
chr1	385884	387119	0.011336
chr1	387219	388595	0.007994
chr1	388644	390068	0.010534
chr1	390255	391952	0.010607
chr1	392113	393585	0.007473
chr1	393777	394367	0.001695
chr1	394687	395538	0.005875
chr1	395747	396691	0.004237
chr1	396721	397599	0.004556
